liberté,X
avec,
la,
fin,
du,
Pass,
sanitaire,
!,
,
id,'1463608090973061122
tweet,"En ""douce France de l'omerta"", n'aurais été victime d'agressions crapuleuses, frappes répétées, LGBTI Phobies caractérisées homophobes, d'humiliation, d'harcèlement &amp; bénéficié d'aucune hospitalisation!  Liberté égalité dignité fraternité justice?! 😶   &gt; https://t.co/Q6C6cb5ihd https://t.co/2tAz9NA6Kt"
seed,Liberté égalité fraternité
En,
"""",
douce,
France,
de,
l,
omerta,
"""",
",",
n,
aurais,
été,
victime,
d,
agressions,
crapuleuses,
",",
frappes,
répétées,
",",
LGBTI,
Phobies,
caractérisées,
homophobes,
",",
d,
humiliation,
",",
d,
harcèlement,
&amp,
;,
bénéficié,
d,
aucune,
hospitalisation,
!,
Liberté,X
égalité,X
dignité,I
fraternité,X
justice,I
https://t.co/Q6C6cb5ihd,
😶,
&gt,
;,
https://t.co/2tAz9NA6Kt,
?!,
,
id,'1594779236597993472
tweet,"Si vous avez besoin d’un uniforme pour « promouvoir la liberté, l’égalité, la fraternité &amp; la laïcité » c’est que vous n’avez compris ni ce qu’est la liberté ni l’égalité ni la fraternité ni la laïcité. 🤷‍♂️ https://t.co/2yT9s2W42q"
seed,Liberté égalité fraternité
Si,
vous,
avez,
besoin,
d,
un,
uniforme,
pour,
« promouvoir,
la,
liberté,X
",",
l,
égalité,X
",",
la,
fraternité,X
&amp,
;,
la,
laïcité »,I
c,
est,
que,
vous,
n,
avez,
compris,
ni,
ce,
qu,
est,
la,
liberté,
ni,
l,
égalité,
ni,
la,
fraternité,
ni,
la,
laïcité,
.,
🤷‍♂️,
https://t.co/2yT9s2W42q,
,
id,'1448369894265864202
tweet,@alainhoupert Égalité - fraternité - et un petit retour de liberté 🙏🏼 https://t.co/h5Tcj5dHO9
seed,Liberté égalité fraternité
@alainhoupert,
Égalité,X
-,
fraternité,X
-,
et,I
un,I
petit,I
retour,I
de,I
liberté,I
🙏🏼,
https://t.co/h5Tcj5dHO9,
,
id,'1340006225946132480
tweet,@grand_reveil 👋 Tout à fait La France c'est LIBERTÉ 🤭 ÉGALITÉ re 🤭 FRATERNITÉ re re 🤭
seed,Liberté égalité fraternité
@grand_reveil,
👋,
Tout,
à,
fait,
La,
France,
c,
est,
LIBERTÉ,S:liberté
🤭,
ÉGALITÉ,S:égalité
re,
🤭,
FRATERNITÉ,S:fraternité
re,
re,
🤭,
,
id,'1439745511142080521
tweet,"Aquí vamos otra vez.   Ce 30 septembre sur Twitter Space #Radiolibertad découvrez les visages de #SOSCuba   Viva la France. Égalité, Fraternité et Liberté https://t.co/nQAbD7pkva"
seed,Liberté égalité fraternité
Aquí,
vamos,
otra,
vez,
.,
Ce,
30,
septembre,
sur,
Twitter,
Space,
#Radiolibertad,
découvrez,
les,
visages,
de,
#SOSCuba,
Viva,
la,
France,
.,
Égalité,X
",",
Fraternité,X
et,
Liberté,X
https://t.co/nQAbD7pkva,
,
id,'1506261718036619270
tweet,Macron a détruit -l'hôpital -l'école -la justice -les retraites -les pauvres -les non vaccinés -la santé -la confiance -la liberté -l'égalité -la fraternité  Et il serait à 29% ? MDR !!!  #MacronDegage2022 #McKinsey #ScandaleMacron
seed,Liberté égalité fraternité
Macron,
a,
détruit,
-l,I
hôpital,I
-l,I
école,I
-la,I
justice,I
-les,I
retraites,I
-les,I
pauvres,I
-les,I
non,I
vaccinés,I
-la,I
santé,I
-la,I
confiance,I
-la,I
liberté,X
-l,I
égalité,X
-la,I
fraternité,X
Et,
il,
serait,
à,
29%,
?,
MDR,
!!!,
#MacronDegage2022,
#McKinsey,
#ScandaleMacron,
,
id,'1506608289353711617
tweet,Macron a détruit -l'hôpital -l'école -la justice -les retraites -les pauvres -les non vaccinés -la santé -la confiance -la liberté -l'égalité -la fraternité  Et il serait à 29% ? MDR !!!  #MacronDegage2022 #McKinsey #ScandaleMacron
seed,Liberté égalité fraternité
Macron,
a,
détruit,
-l,I
hôpital,I
-l,I
école,I
-la,I
justice,I
-les,I
retraites,I
-les,I
pauvres,I
-les,I
non,I
vaccinés,I
-la,I
santé,I
-la,I
confiance,I
-la,I
liberté,X
-l,I
égalité,X
-la,I
fraternité,X
Et,
il,
serait,
à,
29%,
?,
MDR,
!!!,
#MacronDegage2022,
#McKinsey,
#ScandaleMacron,
,
id,'1604541688839634946
tweet,égalité fraternité liberté y jodeté 🖕🏻!
seed,Liberté égalité fraternité
égalité,X
fraternité,X
liberté,X
y,I
jodeté,I
🖕🏻,
!,
,
id,'1372972378981076993
tweet,@RicodelPrado2 C'est le deuxième effet covid
seed,c'est le deuxième effet Kisscool
@RicodelPrado2,
C,X
est,X
le,X
deuxième,X
effet,X
covid,S:kisscool
,
id,'1604929131250339841
tweet,@veroniquegenest C'est le deuxième effet coupe du monde 😅
seed,c'est le deuxième effet Kisscool
@veroniquegenest,
C,X
est,X
le,X
deuxième,X
effet,X
coupe,S:kisscool
du,S:kisscool
monde,S:kisscool
😅,
,
id,'1532363863005462529
tweet,@PaulEcoffey C'est le deuxième effet qui se coule de la politique de Biden: balkaniser l'UE quand les victimes de l'ultra libéralisme vont commencer à être déstabilisés donc livrés aux mafias!
seed,c'est le deuxième effet Kisscool
@PaulEcoffey,
C,X
est,X
le,X
deuxième,X
effet,X
qui,MS:kisscool
se,MS:kisscool
coule,MS:kisscool
de,
la,
politique,
de,
Biden,
:,
balkaniser,
l,
UE,
quand,
les,
victimes,
de,
l,
ultra,
libéralisme,
vont,
commencer,
à,
être,
déstabilisés,
donc,
livrés,
aux,
mafias,
!,
,
id,'1509960322710396928
tweet,@FabouTaz C'est le deuxième effet grumpy lol
seed,c'est le deuxième effet Kisscool
@FabouTaz,
C,X
est,X
le,X
deuxième,X
effet,X
grumpy,S:kisscool
lol,
,
id,'1567115892785401856
tweet,"C'est plus le deuxième effet kisscool, c'est le deuxième effet médiapart: y a toujours une deuxième révélation après la première pour enfoncer le clou https://t.co/4ZAHfWRQEK"
seed,c'est le deuxième effet Kisscool
C,I
est,I
plus,I
le,I
deuxième,I
effet,I
kisscool,I
",",I
c,X
est,X
le,X
deuxième,X
effet,X
médiapart,S:kisscool
:,
y,
a,
toujours,
une,
deuxième,
révélation,
après,
la,
première,
pour,
enfoncer,
le,
clou,
https://t.co/4ZAHfWRQEK,
,
id,'1600085418484981760
tweet,@CPASGAGNE69 @myroques 😂😂😂. C'est le deuxième effet de l'âge 😉
seed,c'est le deuxième effet Kisscool
@CPASGAGNE69,
@myroques,
😂😂😂,
.,
C,X
est,X
le,X
deuxième,X
effet,X
de,S:kisscool
l,S:kisscool
âge,S:kisscool
😉,
,
id,'1585929754494078976
tweet,@Malanix c'est le deuxième effet du décolleté d'hier? 😂  (soignes toi bien)
seed,c'est le deuxième effet Kisscool
@Malanix,
c,X
est,X
le,X
deuxième,X
effet,X
du,S:kisscool
décolleté,S:kisscool
d,S:kisscool
hier,S:kisscool
?,
😂,
(,
soignes,
toi,
bien,
),
,
id,'1458718239647752194
tweet,"@larayrieclic @ChandelonR Ça c'est  le deuxième  effet .. ""du cigare""... 🤗😂😂🤩😁"
seed,c'est le deuxième effet Kisscool
@larayrieclic,
@ChandelonR,
Ça,
c,X
est,X
le,X
deuxième,X
effet,X
..,I
"""",S:kisscool
du,S:kisscool
cigare,S:kisscool
"""",S:kisscool
...,
.,
🤗😂😂🤩😁,
,
id,'1436279917738610698
tweet,@mammiebocockiq C'est le deuxième effet du coup de coeur vaccin 😳
seed,c'est le deuxième effet Kisscool
@mammiebocockiq,
C,X
est,X
le,X
deuxième,X
effet,X
du,S:kisscool
coup,S:kisscool
de,S:kisscool
coeur,S:kisscool
vaccin,S:kisscool
😳,
,
id,'1439479167779749888
tweet,"@dc_morel Cette photo montre aussi, qu'hormis la petite foule de ""journalistes"" qui se pressent autour de la Raclure néo nazie, la salle, qu'on aperçoit à l'arrière plan, est déserte Ça, c'est le deuxième effet ""grand angle"""
seed,c'est le deuxième effet Kisscool
@dc_morel,
Cette,
photo,
montre,
aussi,
",",
qu,
hormis,
la,
petite,
foule,
de,
"""",
journalistes,
"""",
qui,
se,
pressent,
autour,
de,
la,
Raclure,
néo,
nazie,
",",
la,
salle,
",",
qu,
on,
aperçoit,
à,
l,
arrière,
plan,
",",
est,
déserte,
Ça,
",",
c,X
est,X
le,X
deuxième,X
effet,X
"""",S:kisscool
grand,S:kisscool
angle,S:kisscool
"""",S:kisscool
,
id,'1509515146011582464
tweet,"« Pourquoi ils n'ont pas de programme ? Parce que le programme de Giscard et de Macron c'est le même : travailler plus pour même plus gagner plus et réduire les impôts des riches.  Ca fait 50 ans qu'il existe ce programme, vaut mieux pas qu'il l'énonce ! » https://t.co/m28301zbZJ"
seed,Travailler plus pour gagner plus
« Pourquoi,
ils,
n,
ont,
pas,
de,
programme,
?,
Parce,
que,
le,
programme,
de,
Giscard,
et,
de,
Macron,
c,
est,
le,
même,
:,
travailler,X
plus,X
pour,X
même,I
plus,I
gagner,X
plus,X
et,I
réduire,I
les,I
impôts,I
des,I
riches,I
.,
Ca,
fait,
50,
ans,
qu,
il,
existe,
ce,
programme,
",",
vaut,
mieux,
pas,
qu,
il,
l,
énonce,
!,
 »,
https://t.co/m28301zbZJ,
,
id,'1520305527124865024
tweet,TRAVAILLER PLUS POUR GAGNER MOINS 💰😡 L'accord pour la modernisation des ressources humaines de la police nationale 2022/2027 signé par les syndicats « maison » est historique… POUR LA 1RE FOIS ILS ONT ACTÉ LA FUTURE BAISSE DE SALAIRE ! 📱 Lire en ligne https://t.co/P3BMuAp1Xp https://t.co/jz2YdfDZ2n
seed,Travailler plus pour gagner plus
TRAVAILLER,X
PLUS,X
POUR,X
GAGNER,X
MOINS,S:plus
💰😡,
L,
accord,
pour,
la,
modernisation,
des,
ressources,
humaines,
de,
la,
police,
nationale,
2022/2027,
signé,
par,
les,
syndicats,
«,
maison,
»,
est,
historique…,
POUR,
LA,
1RE,
FOIS,
ILS,
ONT,
ACTÉ,
LA,
FUTURE,
BAISSE,
DE,
SALAIRE,
!,
📱,
Lire,
en,
ligne,
https://t.co/P3BMuAp1Xp,
https://t.co/jz2YdfDZ2n,
,
id,'1546402681681575936
tweet,@CyrilleLachevre @MGrossiord Travailler plus pour gagner moins 😉!!!
seed,Travailler plus pour gagner plus
@CyrilleLachevre,
@MGrossiord,
Travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
😉,
!!!,
,
id,'1597328599320711168
tweet,"@gchampeau Sans oublier qu'il s'agit de salariés ayant un niveau de vie ""confortable"" (euphémisme) sans difficultés à boucler leurs fins de mois, donc absolument pas motivés à ""travailler plus pour gagner autant""."
seed,Travailler plus pour gagner plus
@gchampeau,
Sans,
oublier,
qu,
il,
s,
agit,
de,
salariés,
ayant,
un,
niveau,
de,
vie,
"""",
confortable,
"""",
(,
euphémisme,
),
sans,
difficultés,
à,
boucler,
leurs,
fins,
de,
mois,
",",
donc,
absolument,
pas,
motivés,
à,
"""",
travailler,X
plus,X
pour,X
gagner,X
autant,S:plus
"""",
.,
,
id,'1577271425752502272
tweet,@sandrousseau Travailler moins pour gagner plus donc voilà votre solution ? 😂 heureusement vous serez jamais au pouvoir 🙏
seed,Travailler plus pour gagner plus
@sandrousseau,
Travailler,X
moins,S:plus
pour,X
gagner,X
plus,X
donc,
voilà,
votre,
solution,
?,
😂,
heureusement,
vous,
serez,
jamais,
au,
pouvoir,
🙏,
,
id,'1577190100093411328
tweet,"@enigma_pic @JeanEud23372917 Et pour compléter, tous les profs du secondaire ne l'ont pas mais tous font de l'orientation etc. Alors oui c'est injuste. Mais ce que tu décris ce sont des missions liées à des primes. Travailler plus pour gagner à peine plus n'était pas le sujet initial. Bonne journée."
seed,Travailler plus pour gagner plus
@enigma_pic,
@JeanEud23372917,
Et,
pour,
compléter,
",",
tous,
les,
profs,
du,
secondaire,
ne,
l,
ont,
pas,
mais,
tous,
font,
de,
l,
orientation,
etc,
.,
Alors,
oui,
c,
est,
injuste,
.,
Mais,
ce,
que,
tu,
décris,
ce,
sont,
des,
missions,
liées,
à,
des,
primes,
.,
Travailler,X
plus,X
pour,X
gagner,X
à,I
peine,I
plus,X
n,
était,
pas,
le,
sujet,
initial,
.,
Bonne,
journée,
.,
,
id,'1517873575734263810
tweet,"1/ J’ai décidé de travailler moins pour gagner plus : j’ai décidé de devenir un professeur innovant. Avant de dévoiler mes secrets, je rappelle les 4 principes essentiels du #pédagowashing ™️⬇️"
seed,Travailler plus pour gagner plus
1/,
J,
ai,
décidé,
de,
travailler,X
moins,S:plus
pour,X
gagner,X
plus,X
:,
j,
ai,
décidé,
de,
devenir,
un,
professeur,
innovant,
.,
Avant,
de,
dévoiler,
mes,
secrets,
",",
je,
rappelle,
les,
4,
principes,
essentiels,
du,
#pédagowashing,
™️⬇️,
,
id,'1544298973367865345
tweet,"@zoomabus Pas beaucoup et de moins en moins pour un salaire qui lui ne bouge plus, c'est le fameux travailler plus pour gagner moins 🤣🤣 https://t.co/B4um3dwoH8"
seed,Travailler plus pour gagner plus
@zoomabus,
Pas,
beaucoup,
et,
de,
moins,
en,
moins,
pour,
un,
salaire,
qui,
lui,
ne,
bouge,
plus,
",",
c,
est,
le,
fameux,
travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
🤣🤣,
https://t.co/B4um3dwoH8,
,
id,'1514333636266532872
tweet,"@rosaliasisitra Qui va émerger des petits Joffrin, Apathie et Cohn-Bendit... Le BAC leur fut donné leurs diploms futurs le seront tout autant et ces mêmes nous parlerons de travailler plus pour gagner moins... Des trous de culs !!!"
seed,Travailler plus pour gagner plus
@rosaliasisitra,
Qui,
va,
émerger,
des,
petits,
Joffrin,
",",
Apathie,
et,
Cohn-Bendit,
...,
Le,
BAC,
leur,
fut,
donné,
leurs,
diploms,
futurs,
le,
seront,
tout,
autant,
et,
ces,
mêmes,
nous,
parlerons,
de,
travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
...,
Des,
trous,
de,
culs,
!!!,
,
id,'1557323673958227970
tweet,@EriCachecou Règle 2 : Travailler moins pour gagner plus
seed,Travailler plus pour gagner plus
@EriCachecou,
Règle,
2,
:,
Travailler,X
moins,S:plus
pour,X
gagner,X
plus,X
,
id,'1594711008811319297
tweet,"Option 2: travailler plus pour gagner moins  Le PIB par habitant recule et l'on maintient à niveau la production en étendant la population au travail. C'était le modèle soviétique, qui a dégénéré en décroissance."
seed,Travailler plus pour gagner plus
Option,
2,
:,
travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
Le,
PIB,
par,
habitant,
recule,
et,
l,
on,
maintient,
à,
niveau,
la,
production,
en,
étendant,
la,
population,
au,
travail,
.,
C,
était,
le,
modèle,
soviétique,
",",
qui,
a,
dégénéré,
en,
décroissance,
.,
,
id,'1515258762533167104
tweet,@PhilippePoutou Quand on ne fait même pas 1 % et qu’on est pour gagner plus en travaillant moins en insistant les gens à voter Macron vous contredisez votre propre programme car le programme de Macron est travailler plus pour gagner moins
seed,Travailler plus pour gagner plus
@PhilippePoutou,
Quand,
on,
ne,
fait,
même,
pas,
1,
%,
et,
qu,
on,
est,
pour,
gagner,X
plus,X
en,I
travaillant,X
moins,S:plus
en,
insistant,
les,
gens,
à,
voter,
Macron,
vous,
contredisez,
votre,
propre,
programme,
car,
le,
programme,
de,
Macron,
est,
travailler,I
plus,I
pour,I
gagner,I
moins,I
,
id,'1458366168809582592
tweet,"[Communiqué du NPA #Rennes] Soutien aux personnels territoriaux en grève! Travailler plus pour gagner moins, faire payer la crise aux travailleurs, voilà la politique d'@nathalieappere   @ElusPCFRennes @ElusEcoloRennes https://t.co/K3ZzSVaOQk"
seed,Travailler plus pour gagner plus
[,
Communiqué,
du,
NPA,
#Rennes,
],
Soutien,
aux,
personnels,
territoriaux,
en,
grève,
!,
Travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
",",
faire,
payer,
la,
crise,
aux,
travailleurs,
",",
voilà,
la,
politique,
d,
@nathalieappere,
 @ElusPCFRennes,
@ElusEcoloRennes,
https://t.co/K3ZzSVaOQk,
,
id,'1607422848586469389
tweet,@franceinfo Pour gagner plus et travailler moins pardi. Ça ne va pas aider les gens à trouver facilement un médecin.
seed,Travailler plus pour gagner plus
@franceinfo,
Pour,X
gagner,X
plus,X
et,I
travailler,X
moins,S:plus
pardi,
.,
Ça,
ne,
va,
pas,
aider,
les,
gens,
à,
trouver,
facilement,
un,
médecin,
.,
,
id,'1474355210860568595
tweet,"@ChedliOM @62000_veritas @GG_RMC @fredhermel En même temps, t'es communiste, tes valeurs c'est l'assistanat et travailler moins pour gagner plus. Je perds mon temps. Tu ne connais pas la valeur du travail."
seed,Travailler plus pour gagner plus
@ChedliOM,
@62000_veritas,
@GG_RMC,
@fredhermel,
En,
même,
temps,
",",
t,
es,
communiste,
",",
tes,
valeurs,
c,
est,
l,
assistanat,
et,
travailler,X
moins,S:plus
pour,X
gagner,X
plus,X
.,
Je,
perds,
mon,
temps,
.,
Tu,
ne,
connais,
pas,
la,
valeur,
du,
travail,
.,
,
id,'1448560553304150022
tweet,Il y aura deux grands choix de société en 2022 : travailler plus pour gagner pareil ou travailler moins pour gagner pareil. Les innombrables candidats se répartissent dans ces deux catégories. #Presidentielle2022 https://t.co/28M1LA1WnA
seed,Travailler plus pour gagner plus
Il,
y,
aura,
deux,
grands,
choix,
de,
société,
en,
2022,
:,
travailler,X
plus,X
pour,X
gagner,X
pareil,S:plus
ou,
travailler,X2
moins,S2:plus
pour,X2
gagner,X2
pareil,S2:plus
.,
Les,
innombrables,
candidats,
se,
répartissent,
dans,
ces,
deux,
catégories,
.,
#Presidentielle2022,
https://t.co/28M1LA1WnA,
,
id,'1612416355227308033
tweet,@L_insoumission Vous vous êtes augmenté de 250 € par mois et vous avez le culot de parler au nom du peuple obligé de travailler plus pour vous !
seed,Travailler plus pour gagner plus
@L_insoumission,
Vous,
vous,
êtes,
augmenté,
de,
250,
€,
par,
mois,
et,
vous,
avez,
le,
culot,
de,
parler,
au,
nom,
du,
peuple,
obligé,
de,
travailler,X
plus,X
pour,X
vous,S:gagner plus
!,
,
id,'1505533953113001985
tweet,J'ai encore lu que Macron veut «augmenter les profs qui travailleront plus».   Ça a été dit 100 fois mais rappelons quand même que ça n'a aucun sens. Une augmentation c'est gagner plus sans travailler plus. Gagner plus en travaillant plus c'est juste normal.
seed,Travailler plus pour gagner plus
J,
ai,
encore,
lu,
que,
Macron,
veut,
«augmenter,
les,
profs,
qui,
travailleront,
plus»,
.,
Ça,
a,
été,
dit,
100,
fois,
mais,
rappelons,
quand,
même,
que,
ça,
n,
a,
aucun,
sens,
.,
Une,
augmentation,
c,
est,
gagner,X
plus,X
sans,I
travailler,X
plus,X
.,
Gagner,
plus,
en,
travaillant,
plus,
c,
est,
juste,
normal,
.,
,
id,'1609301184841400322
tweet,@BFMTV Travailler plus pour gagner moins !
seed,Travailler plus pour gagner plus
@BFMTV,
Travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
!,
,
id,'1392906486947491844
tweet,Un point de droit sur les conditions de travail de l'après pandémie. Travailler plus pour gagner moins avec les députés de la majorité. Analyse d'une la loi passée inaperçue (L'Humanité)  https://t.co/4Xl6eWIBev
seed,Travailler plus pour gagner plus
Un,
point,
de,
droit,
sur,
les,
conditions,
de,
travail,
de,
l,
après,
pandémie,
.,
Travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
avec,I
les,I
députés,I
de,I
la,I
majorité,I
.,
Analyse,
d,
une,
la,
loi,
passée,
inaperçue,
(,
L,
Humanité,
),
https://t.co/4Xl6eWIBev,
,
id,'1597166282599989249
tweet,"@BFMTV Travailler plus pour gagner et osez payez plus pour finalement vieillir et ne pas pouvoir plus travailler, et la vie coute plus chère...propriété privé..."
seed,Travailler plus pour gagner plus
@BFMTV,
Travailler,X
plus,X
pour,X
gagner,X
et,
osez,
payez,
plus,
pour,
finalement,
vieillir,
et,
ne,
pas,
pouvoir,
plus,
travailler,
",",
et,
la,
vie,
coute,
plus,
chère,
...,
propriété,
privé,
...,
,
id,'1454889865741484033
tweet,"@PJuraver, Conseiller Regional @FranceInsoumise, soutient les salarié•es de #BREGAMS en lutte contre un Accord de Performance Collective (APC) qui les fait travailler plus pour gagner beaucoup moins! https://t.co/19ANl3MAZo https://t.co/kfalDVFJRE"
seed,Travailler plus pour gagner plus
@PJuraver,
",",
Conseiller,
Regional,
@FranceInsoumise,
",",
soutient,
les,
salarié•es,
de,
#BREGAMS,
en,
lutte,
contre,
un,
Accord,
de,
Performance,
Collective,
(,
APC,
),
qui,
les,
fait,
travailler,X
plus,X
pour,X
gagner,X
beaucoup,I
moins,S:plus
!,
https://t.co/19ANl3MAZo,
https://t.co/kfalDVFJRE,
,
id,'1343912626397585414
tweet,"Pour que les Français passent de bonnes fêtes, Emmanuel #Macron doit reconnaître sa défaite. Les Français ne veulent pas du système de #retraites par points qui se résumera à travailler plus pour gagner moins. Il faut le retrait. #ClassiqueMatin"
seed,Travailler plus pour gagner plus
Pour,
que,
les,
Français,
passent,
de,
bonnes,
fêtes,
",",
Emmanuel,
#Macron,
doit,
reconnaître,
sa,
défaite,
.,
Les,
Français,
ne,
veulent,
pas,
du,
système,
de,
#retraites,
par,
points,
qui,
se,
résumera,
à,
travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
.,
Il,
faut,
le,
retrait,
.,
#ClassiqueMatin,
,
id,'1430641306834018305
tweet,@savanabay Une blague!! C est une reprise des lois Aubry sur les 35 heures. Travailler moins pour gagner plus... Une hérésie économique !!
seed,Travailler plus pour gagner plus
@savanabay,
Une,
blague,
!!,
C,
est,
une,
reprise,
des,
lois,
Aubry,
sur,
les,
35,
heures,
.,
Travailler,X
moins,S:plus
pour,X
gagner,X
plus,X
...,
Une,
hérésie,
économique,
!!,
,
id,'1501943874318524419
tweet,"@franceinfo Quand les gens qui gagnent 19 910€ par mois, t'explique qu'il va falloir travailler plus pour 1 100€."
seed,Travailler plus pour gagner plus
@franceinfo,
Quand,
les,
gens,
qui,
gagnent,
19,
910€,
par,
mois,
",",
t,
explique,
qu,
il,
va,
falloir,
travailler,X
plus,X
pour,X
1,S:gagner plus
100€,S:gagner plus
.,
,
id,'1566757932863090689
tweet,@Le_Figaro Travailler plus pour gagner moins?
seed,Travailler plus pour gagner plus
@Le_Figaro,
Travailler,X
plus,X
pour,X
gagner,X
moins,S:plus
?,
,
id,'1611020522053148673
tweet,"Rappel : la seule ""nouvelle mission"" qui intéresse Macron sera les remplacements bouche-trous. Soit, compte tenu de l'inflation, travailler plus pour gagner aussi peu qu'avant. Et ça passera, parce que la profession est désormais dépolitisée. #Cassandre https://t.co/GSwCFTlZgX"
seed,Travailler plus pour gagner plus
Rappel,
:,
la,
seule,
"""",
nouvelle,
mission,
"""",
qui,
intéresse,
Macron,
sera,
les,
remplacements,
bouche-trous,
.,
Soit,
",",
compte,
tenu,
de,
l,
inflation,
",",
travailler,X
plus,X
pour,X
gagner,X
aussi,S:plus
peu,S:plus
qu,S:plus
avant,
.,
Et,
ça,
passera,
",",
parce,
que,
la,
profession,
est,
désormais,
dépolitisée,
.,
#Cassandre,
https://t.co/GSwCFTlZgX,
,
id,'1458125097575796749
tweet,@ASPelletier @d5343313 La Bielioussie ne peut pas non plus accueillir toute la misère du monde. Qui est responsable de cet afflux de migrants? Les Bielorusses ou l'europe et les E-U? Curieux. On pourrait s'attendre à un peu plus de recul.
seed,on ne peut pas accueillir toute la misère du monde
@ASPelletier,
@d5343313,
La,S:on
Bielioussie,S:on
ne,X
peut,X
pas,X
non,I
plus,I
accueillir,X
toute,X
la,X
misère,X
du,X
monde,X
.,
Qui,
est,
responsable,
de,
cet,
afflux,
de,
migrants,
?,
Les,
Bielorusses,
ou,
l,
europe,
et,
les,
E-U,
?,
Curieux,
.,
On,
pourrait,
s,
attendre,
à,
un,
peu,
plus,
de,
recul,
.,
,
id,'1494568010199322640
tweet,"@souph33 @RigambertInes @AQuatennens @melenchon_2022 @FranceInsoumise @JLMelenchon On n’a pas à recevoir toute la misère du monde, et on ne le fera pas. Rendre français tous ces gens qui détestent la France et qui veulent juste notre système social et notre système de santé, c’est une honte. Il va bientôt avoir une fuite de la France, mais des cerveaux 1/2"
seed,on ne peut pas accueillir toute la misère du monde
@souph33,
@RigambertInes,
@AQuatennens,
@melenchon_2022,
@FranceInsoumise,
@JLMelenchon,
On,X
n,S:n’
a,S:peut
pas,X
à,I
recevoir,S:accueillir
toute,X
la,X
misère,X
du,X
monde,X
",",
et,
on,
ne,
le,
fera,
pas,
.,
Rendre,
français,
tous,
ces,
gens,
qui,
détestent,
la,
France,
et,
qui,
veulent,
juste,
notre,
système,
social,
et,
notre,
système,
de,
santé,
",",
c,
est,
une,
honte,
.,
Il,
va,
bientôt,
avoir,
une,
fuite,
de,
la,
France,
",",
mais,
des,
cerveaux,
1/2,
,
id,'1414202235488243715
tweet,@zaza33000 Euh je ne trouve pas c’est un tweet qui reflète malheureusement une triste réalité. Mais bon Zazou tu dois faire partie de ces gens qui pensent que l’on peut et doit accueillir toute la misère du monde. J’ai hâte qu’ils frappent à ta porte 😉
seed,on ne peut pas accueillir toute la misère du monde
@zaza33000,
Euh,
je,
ne,
trouve,
pas,
c,
est,
un,
tweet,
qui,
reflète,
malheureusement,
une,
triste,
réalité,
.,
Mais,
bon,
Zazou,
tu,
dois,
faire,
partie,
de,
ces,
gens,
qui,
pensent,
que,
l,
on,X
peut,X
et,I
doit,I
accueillir,X
toute,X
la,X
misère,X
du,X
monde,X
.,
J,
ai,
hâte,
qu,
ils,
frappent,
à,
ta,
porte,
😉,
,
id,'1504945674370097152
tweet,@Aurelie_Gascon La France ne peut pas accueillir toute la misère du monde. On a déjà notre misère intellectuelle locale à accueillir en effet.
seed,on ne peut pas accueillir toute la misère du monde
@Aurelie_Gascon,
La,S:on
France,S:on
ne,X
peut,X
pas,X
accueillir,X
toute,X
la,X
misère,X
du,X
monde,X
.,
On,
a,
déjà,
notre,
misère,
intellectuelle,
locale,
à,
accueillir,
en,
effet,
.,
,
id,'1394927836515946496
tweet,@henrypoly1 On ne sait pas mais peut on encore se permettre d'accueillir toute la misère du monde ?
seed,on ne peut pas accueillir toute la misère du monde
@henrypoly1,
On,
ne,
sait,
pas,
mais,
peut,X
on,X
encore,I
se,I
permettre,I
d,I
accueillir,X
toute,X
la,X
misère,X
du,X
monde,X
?,
,
id,'1588813087133806592
tweet,Désolé mais la France ne peut pas accueillir toute la misère du monde ! Déjà qu’on a pas mal de problème avec ceux déjà sur place il faut en accueillir encore plus ? La France n’a plus sa souveraineté d’immigration et doit se soumettre aux ONG ! Les français doivent encore avoir
seed,on ne peut pas accueillir toute la misère du monde
Désolé,
mais,
la,S:on
France,S:on
ne,X
peut,X
pas,X
accueillir,X
toute,X
la,X
misère,X
du,X
monde,X
!,
Déjà,
qu,
on,
a,
pas,
mal,
de,
problème,
avec,
ceux,
déjà,
sur,
place,
il,
faut,
en,
accueillir,
encore,
plus,
?,
La,
France,
n,
a,
plus,
sa,
souveraineté,
d,
immigration,
et,
doit,
se,
soumettre,
aux,
ONG,
!,
Les,
français,
doivent,
encore,
avoir,
,
id,'1501351967557402628
tweet,"@LCI #Zemmour2022  a clairement dans son programme l'arrêt de l'immigration économique. Oui. Et c'est pour cela qu'on veut voter pour lui ! ""La France ne peut pas accueillir toute la misère du monde""- M.Rocard, Parti Socialiste."
seed,on ne peut pas accueillir toute la misère du monde
@LCI,
#Zemmour2022,
a,
clairement,
dans,
son,
programme,
l,
arrêt,
de,
l,
immigration,
économique,
.,
Oui,
.,
Et,
c,
est,
pour,
cela,
qu,
on,
veut,
voter,
pour,
lui,
!,
"""",
La,S:on
France,S:on
ne,X
peut,X
pas,X
accueillir,X
toute,X
la,X
misère,X
du,X
